Station_ID,Station_Name,Date,precipitation_mm,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_ms,cloud_cover_pct,solar_radiation_mjm2
SRB00001,Bezdan,2013-01-01,0.02,-1.42,2.22,-3.59,95.52,2.52,85.97,3.12
SRB00001,Bezdan,2013-01-02,0.06,-0.53,2.47,-1.47,95.23,1.57,78.94,3.81
SRB00001,Bezdan,2013-01-03,0.02,1.34,5.85,-1.23,90.38,1.76,91.39,6.04
SRB00001,Bezdan,2013-01-04,1.04,4.08,7.84,2.26,91.07,4.18,93.94,5.05
SRB00001,Bezdan,2013-01-05,1.96,5.65,10.23,0.32,89.32,5.61,68.4,3.74
SRB00001,Bezdan,2013-01-06,4.22,0.88,4.01,-2.04,88.78,3.23,95.85,3.7
SRB00001,Bezdan,2013-01-07,0.84,-0.79,2.35,-4.35,81.14,2.51,88.13,4.03
SRB00001,Bezdan,2013-01-08,0.43,-2.58,0.1,-4.76,76.6,1.34,79.41,5.68
SRB00001,Bezdan,2013-01-09,0.83,-0.83,2.82,-2.8,94.57,2.0,98.8,2.61
SRB00001,Bezdan,2013-01-10,0.74,0.16,2.82,-1.82,97.86,1.97,99.43,2.77
SRB00001,Bezdan,2013-01-11,4.38,-0.37,1.96,-4.25,94.52,1.84,87.89,3.19
SRB00001,Bezdan,2013-01-12,0.02,-2.12,1.92,-4.78,79.62,1.5,26.78,7.69
SRB00001,Bezdan,2013-01-13,1.79,-1.71,0.21,-3.81,85.67,2.98,98.29,3.41
SRB00001,Bezdan,2013-01-14,5.31,1.16,3.88,-1.0,94.8,4.25,98.47,3.16
SRB00001,Bezdan,2013-01-15,6.14,1.3,3.61,-0.07,96.78,0.87,99.22,3.35
SRB00001,Bezdan,2013-01-16,6.71,1.1,4.28,-0.16,94.52,2.62,99.33,2.25
SRB00001,Bezdan,2013-01-17,3.65,0.94,4.38,-0.79,93.58,2.06,99.27,2.89
SRB00001,Bezdan,2013-01-18,8.37,-2.03,-0.09,-4.18,92.26,5.16,99.43,1.29
SRB00001,Bezdan,2013-01-19,0.13,-4.24,-0.58,-6.89,88.59,3.08,91.9,4.27
SRB00001,Bezdan,2013-01-20,3.04,2.37,6.09,-3.03,95.94,2.75,99.39,4.28
SRB00001,Bezdan,2013-01-21,0.85,5.5,8.24,3.71,98.72,2.29,99.58,3.63
SRB00001,Bezdan,2013-01-22,1.77,0.08,3.39,-2.5,89.39,3.38,89.21,3.7
SRB00001,Bezdan,2013-01-23,0.08,-0.2,5.39,-3.35,90.5,1.51,81.23,4.86
SRB00001,Bezdan,2013-01-24,5.07,0.55,4.42,-2.45,91.54,4.84,97.98,4.86
SRB00001,Bezdan,2013-01-25,0.52,-2.2,-0.37,-3.88,81.02,5.23,97.71,3.17
SRB00001,Bezdan,2013-01-26,0.07,-2.82,1.35,-5.44,82.85,2.68,98.23,2.18
SRB00001,Bezdan,2013-01-27,0.14,-3.19,0.8,-7.07,89.35,2.09,97.19,5.41
SRB00001,Bezdan,2013-01-28,0.41,-0.89,2.29,-2.58,92.08,1.79,99.54,4.62
SRB00001,Bezdan,2013-01-29,0.12,-0.28,3.91,-3.39,92.73,2.58,88.65,6.92
SRB00001,Bezdan,2013-01-30,0.3,2.54,8.26,0.84,93.1,2.89,91.67,6.11
SRB00001,Bezdan,2013-01-31,1.07,4.3,10.28,1.18,86.17,3.64,57.69,9.6
SRB00001,Bezdan,2013-02-01,0.27,4.46,9.07,1.38,88.36,2.75,96.89,6.06
SRB00001,Bezdan,2013-02-02,8.41,7.88,14.04,2.7,90.11,4.01,99.0,5.17
SRB00001,Bezdan,2013-02-03,9.94,0.3,2.43,-5.18,88.3,5.37,95.84,2.3
SRB00001,Bezdan,2013-02-04,0.01,-0.76,4.11,-5.19,81.79,2.79,56.23,9.59
SRB00001,Bezdan,2013-02-05,0.02,1.73,5.57,-2.24,87.8,2.44,81.41,6.73
SRB00001,Bezdan,2013-02-06,5.9,3.01,8.32,0.25,92.05,2.35,97.65,6.35
SRB00001,Bezdan,2013-02-07,0.27,-0.21,4.51,-3.96,86.23,3.87,62.67,9.59
SRB00001,Bezdan,2013-02-08,0.0,-1.65,3.79,-4.57,84.46,3.33,88.57,7.26
SRB00001,Bezdan,2013-02-09,0.44,-2.1,1.11,-4.67,88.24,2.43,97.12,4.82
SRB00001,Bezdan,2013-02-10,3.05,-2.35,-0.11,-5.03,90.85,2.5,92.14,4.47
SRB00001,Bezdan,2013-02-11,0.16,-2.09,2.15,-5.17,85.45,3.08,48.28,10.99
SRB00001,Bezdan,2013-02-12,1.6,0.96,3.64,-2.68,90.56,4.6,99.83,3.49
SRB00001,Bezdan,2013-02-13,5.89,2.03,4.6,0.39,96.97,2.63,99.08,5.25
SRB00001,Bezdan,2013-02-14,4.25,1.43,3.44,0.22,96.87,1.89,99.6,2.2
SRB00001,Bezdan,2013-02-15,0.56,2.5,7.02,-0.39,91.94,1.17,99.82,4.57
SRB00001,Bezdan,2013-02-16,1.8,1.31,6.34,-1.95,88.94,2.18,99.72,4.9
SRB00001,Bezdan,2013-02-17,0.0,0.77,6.25,-2.76,86.86,1.55,78.59,8.62
SRB00001,Bezdan,2013-02-18,0.01,-0.14,5.43,-3.74,84.9,1.96,93.89,6.51
SRB00001,Bezdan,2013-02-19,0.1,0.66,5.16,-2.57,80.17,1.18,89.41,8.94
SRB00001,Bezdan,2013-02-20,0.68,0.85,4.46,-1.76,83.04,1.77,97.71,5.9
SRB00001,Bezdan,2013-02-21,1.45,-0.74,1.88,-2.49,80.87,2.78,99.94,5.38
SRB00001,Bezdan,2013-02-22,2.5,0.43,3.91,-1.96,90.47,2.02,95.44,3.61
SRB00001,Bezdan,2013-02-23,5.66,3.2,6.58,-0.14,95.09,4.25,99.39,5.65
SRB00001,Bezdan,2013-02-24,8.7,5.99,7.79,4.66,93.89,5.77,98.36,6.75
SRB00001,Bezdan,2013-02-25,9.09,6.18,10.1,3.02,92.43,2.12,92.71,6.62
SRB00001,Bezdan,2013-02-26,9.19,5.92,9.67,3.82,90.82,1.58,99.63,4.26
SRB00001,Bezdan,2013-02-27,4.73,4.69,6.35,3.49,92.65,1.24,99.71,4.32
SRB00001,Bezdan,2013-02-28,0.62,5.21,9.46,0.56,85.22,0.91,72.8,6.92
SRB00001,Bezdan,2013-03-01,0.03,2.07,6.94,-0.94,90.99,2.12,88.34,7.56
SRB00001,Bezdan,2013-03-02,0.01,1.98,7.71,-2.52,76.55,2.56,57.23,10.75
SRB00001,Bezdan,2013-03-03,0.0,2.08,7.96,-1.72,74.86,1.83,9.56,15.41
SRB00001,Bezdan,2013-03-04,0.0,2.21,7.86,-2.85,76.03,1.47,2.63,15.33
SRB00001,Bezdan,2013-03-05,0.0,3.28,10.47,-3.08,74.32,2.67,36.8,15.91
SRB00001,Bezdan,2013-03-06,0.03,7.4,13.73,1.89,88.05,2.97,95.87,8.44
SRB00001,Bezdan,2013-03-07,0.39,8.69,11.83,6.5,91.91,2.79,96.22,6.98
SRB00001,Bezdan,2013-03-08,0.43,10.41,17.26,3.88,89.37,1.8,75.91,10.99
SRB00001,Bezdan,2013-03-09,3.73,10.65,15.34,6.61,88.81,1.21,87.34,9.37
SRB00001,Bezdan,2013-03-10,2.55,9.75,13.78,6.95,92.28,1.82,76.85,11.22
SRB00001,Bezdan,2013-03-11,0.43,7.68,11.43,5.38,89.84,1.19,85.35,7.38
SRB00001,Bezdan,2013-03-12,3.28,7.54,12.29,2.46,87.97,1.83,77.81,12.12
SRB00001,Bezdan,2013-03-13,4.36,7.73,11.76,3.92,90.24,1.51,88.43,9.66
SRB00001,Bezdan,2013-03-14,15.33,2.93,6.62,-1.91,91.42,5.79,99.79,1.88
SRB00001,Bezdan,2013-03-15,2.2,-1.98,0.38,-4.77,77.5,6.36,98.95,4.63
SRB00001,Bezdan,2013-03-16,0.03,-2.25,1.52,-5.2,76.94,2.92,68.13,10.79
SRB00001,Bezdan,2013-03-17,0.0,-1.57,3.27,-5.55,75.8,2.48,53.21,16.57
SRB00001,Bezdan,2013-03-18,5.96,2.5,6.6,-2.92,91.87,4.98,89.81,7.62
SRB00001,Bezdan,2013-03-19,3.23,7.86,12.26,4.11,79.34,3.19,67.69,13.34
SRB00001,Bezdan,2013-03-20,0.47,7.18,14.77,0.0,80.66,2.01,55.42,16.89
SRB00001,Bezdan,2013-03-21,12.75,4.58,5.87,0.88,88.69,4.92,93.51,3.14
SRB00001,Bezdan,2013-03-22,0.02,1.52,6.44,-3.28,75.27,5.95,34.67,15.38
SRB00001,Bezdan,2013-03-23,0.1,0.58,5.29,-4.16,78.8,1.52,65.51,14.46
SRB00001,Bezdan,2013-03-24,1.4,-1.95,0.56,-4.31,74.56,3.99,97.69,8.65
SRB00001,Bezdan,2013-03-25,12.07,-0.95,0.83,-3.38,90.9,4.18,97.77,2.59
SRB00001,Bezdan,2013-03-26,6.39,-0.97,0.96,-3.43,94.92,1.68,91.38,9.21
SRB00001,Bezdan,2013-03-27,0.58,-1.52,1.4,-4.25,89.33,0.95,96.46,5.17
SRB00001,Bezdan,2013-03-28,0.02,1.18,7.14,-4.89,86.85,1.86,58.52,17.4
SRB00001,Bezdan,2013-03-29,9.53,4.81,10.48,0.35,95.34,2.82,97.86,9.91
SRB00001,Bezdan,2013-03-30,17.23,6.74,11.28,1.98,93.62,1.93,99.41,9.63
SRB00001,Bezdan,2013-03-31,4.43,7.44,17.07,0.13,88.73,3.85,94.62,10.22
SRB00001,Bezdan,2013-04-01,1.18,3.2,7.78,-0.62,76.79,1.4,83.87,13.77
SRB00001,Bezdan,2013-04-02,22.01,4.55,7.49,0.9,94.71,3.35,99.66,3.32
SRB00001,Bezdan,2013-04-03,0.81,3.41,5.09,0.85,93.11,3.25,98.08,5.71
SRB00001,Bezdan,2013-04-04,0.03,3.73,7.94,-0.53,83.53,2.64,90.65,13.44
SRB00001,Bezdan,2013-04-05,7.64,5.2,9.32,0.44,94.84,2.86,97.17,5.74
SRB00001,Bezdan,2013-04-06,0.83,6.52,11.43,1.55,86.28,2.15,86.39,7.52
SRB00001,Bezdan,2013-04-07,0.07,4.39,9.44,-0.49,84.72,3.22,82.42,9.13
SRB00001,Bezdan,2013-04-08,0.09,5.41,10.83,0.66,77.66,1.41,95.71,13.74
SRB00001,Bezdan,2013-04-09,1.21,7.28,12.01,2.17,88.26,1.86,91.12,12.58
SRB00001,Bezdan,2013-04-10,2.5,10.23,14.85,6.46,80.49,1.93,83.49,15.58
SRB00001,Bezdan,2013-04-11,0.48,11.66,17.76,5.49,77.78,1.9,39.35,21.78
SRB00001,Bezdan,2013-04-12,2.76,13.22,18.74,7.98,85.54,2.42,84.87,14.43
SRB00001,Bezdan,2013-04-13,1.45,12.18,17.28,7.66,78.61,2.16,51.54,18.79
SRB00001,Bezdan,2013-04-14,0.0,11.27,17.79,5.34,73.27,2.36,39.81,19.76
SRB00001,Bezdan,2013-04-15,0.0,10.54,16.54,3.68,72.15,1.69,8.29,23.26
SRB00001,Bezdan,2013-04-16,0.0,12.9,18.59,5.71,59.87,1.14,2.06,24.54
SRB00001,Bezdan,2013-04-17,0.0,14.99,20.13,8.63,50.83,0.62,18.71,23.72
SRB00001,Bezdan,2013-04-18,0.0,16.17,21.3,11.01,49.33,0.87,3.09,24.33
SRB00001,Bezdan,2013-04-19,0.0,15.33,21.37,9.18,60.88,1.4,1.07,24.91
SRB00001,Bezdan,2013-04-20,0.0,15.69,21.92,8.21,64.5,1.28,7.46,23.86
SRB00001,Bezdan,2013-04-21,0.03,14.96,21.59,8.59,79.03,1.82,10.29,23.39
SRB00001,Bezdan,2013-04-22,1.04,15.13,21.33,8.24,80.45,1.73,65.55,19.01
SRB00001,Bezdan,2013-04-23,0.23,14.8,20.31,9.28,77.97,1.93,31.88,23.79
SRB00001,Bezdan,2013-04-24,0.0,16.16,22.59,7.98,65.27,1.69,2.79,24.94
SRB00001,Bezdan,2013-04-25,0.0,17.54,24.16,9.85,63.4,1.61,1.75,25.16
SRB00001,Bezdan,2013-04-26,0.0,19.14,25.78,12.83,62.21,1.53,9.54,24.74
SRB00001,Bezdan,2013-04-27,0.04,18.18,24.8,11.87,73.74,2.52,55.38,21.63
SRB00001,Bezdan,2013-04-28,0.15,18.33,23.53,12.88,73.76,2.44,42.42,23.79
SRB00001,Bezdan,2013-04-29,0.0,19.62,26.01,12.33,74.01,1.8,36.82,24.19
SRB00001,Bezdan,2013-04-30,0.0,21.34,26.98,15.79,67.78,1.58,86.92,21.27
SRB00001,Bezdan,2013-05-01,0.0,22.15,28.32,14.64,63.95,1.02,32.93,24.21
SRB00001,Bezdan,2013-05-02,1.98,20.79,26.98,15.41,81.78,1.76,89.08,17.34
SRB00001,Bezdan,2013-05-03,1.56,19.3,23.57,14.98,79.61,1.94,27.69,22.65
SRB00001,Bezdan,2013-05-04,0.25,17.29,22.42,11.41,81.29,1.33,40.32,24.33
SRB00001,Bezdan,2013-05-05,2.65,17.51,22.76,13.51,80.36,2.84,89.82,16.06
SRB00001,Bezdan,2013-05-06,11.44,18.05,22.52,14.01,88.86,2.5,88.0,14.36
SRB00001,Bezdan,2013-05-07,8.27,17.59,20.13,14.47,92.48,2.59,94.68,15.2
SRB00001,Bezdan,2013-05-08,1.32,18.08,22.8,13.16,81.08,2.25,69.92,21.3
SRB00001,Bezdan,2013-05-09,0.03,17.22,22.22,12.54,74.5,1.91,75.39,19.15
SRB00001,Bezdan,2013-05-10,0.79,18.85,24.59,10.87,68.12,2.17,23.74,25.78
SRB00001,Bezdan,2013-05-11,6.52,17.13,20.99,12.93,84.43,2.47,79.37,17.93
SRB00001,Bezdan,2013-05-12,5.27,13.4,16.49,11.29,85.22,3.54,93.54,8.27
SRB00001,Bezdan,2013-05-13,0.03,12.1,15.98,7.72,72.73,4.68,68.28,15.29
SRB00001,Bezdan,2013-05-14,0.01,13.33,18.46,6.73,72.08,2.66,42.42,21.82
SRB00001,Bezdan,2013-05-15,0.0,15.85,21.15,10.55,71.83,1.34,18.1,27.51
SRB00001,Bezdan,2013-05-16,0.46,17.02,23.74,10.25,78.02,2.65,68.99,22.57
SRB00001,Bezdan,2013-05-17,8.1,16.9,21.02,13.73,87.79,2.31,89.83,16.21
SRB00001,Bezdan,2013-05-18,0.01,17.27,22.4,11.07,70.39,2.74,13.25,28.78
SRB00001,Bezdan,2013-05-19,1.16,19.75,27.85,11.12,71.3,2.99,15.92,26.0
SRB00001,Bezdan,2013-05-20,0.18,16.89,21.27,11.07,70.38,2.61,42.72,25.89
SRB00001,Bezdan,2013-05-21,3.59,15.65,19.89,9.42,73.73,2.04,73.19,20.71
SRB00001,Bezdan,2013-05-22,5.14,14.93,19.42,11.69,79.18,1.44,89.78,12.65
SRB00001,Bezdan,2013-05-23,6.7,12.02,14.12,10.06,86.64,3.58,99.69,10.65
SRB00001,Bezdan,2013-05-24,1.71,13.13,17.97,8.77,77.77,1.64,71.47,24.68
SRB00001,Bezdan,2013-05-25,4.82,12.41,16.74,7.78,78.64,1.26,81.56,21.82
SRB00001,Bezdan,2013-05-26,17.42,9.73,11.58,7.05,91.05,2.0,88.52,13.93
SRB00001,Bezdan,2013-05-27,5.87,11.21,16.25,5.74,88.78,2.04,77.88,15.46
SRB00001,Bezdan,2013-05-28,0.21,14.49,19.67,10.41,79.43,2.39,80.65,17.34
SRB00001,Bezdan,2013-05-29,1.07,18.31,24.48,10.84,72.06,1.51,88.63,20.32
SRB00001,Bezdan,2013-05-30,11.76,14.44,18.01,9.74,83.99,2.46,90.42,15.86
SRB00001,Bezdan,2013-05-31,2.66,12.91,17.33,8.07,80.96,2.31,79.6,20.15
SRB00001,Bezdan,2013-06-01,2.57,12.49,15.29,9.36,87.02,1.43,96.19,14.79
SRB00001,Bezdan,2013-06-02,0.97,13.78,17.37,8.04,80.78,1.51,75.55,19.78
SRB00001,Bezdan,2013-06-03,0.36,13.32,17.11,9.72,79.92,4.13,91.21,9.91
SRB00001,Bezdan,2013-06-04,3.06,12.35,14.84,9.68,89.89,3.2,99.74,5.85
SRB00001,Bezdan,2013-06-05,1.71,15.24,19.34,11.35,86.69,1.63,87.8,8.99
SRB00001,Bezdan,2013-06-06,2.43,15.58,19.85,10.02,84.97,1.64,86.27,18.98
SRB00001,Bezdan,2013-06-07,4.61,17.66,21.68,12.61,85.64,1.95,91.88,16.02
SRB00001,Bezdan,2013-06-08,3.05,19.72,24.61,13.83,77.98,1.9,45.47,22.73
SRB00001,Bezdan,2013-06-09,0.21,20.91,26.06,14.21,74.28,1.57,19.94,28.88
SRB00001,Bezdan,2013-06-10,4.31,20.01,24.99,15.05,79.19,2.13,86.14,18.97
SRB00001,Bezdan,2013-06-11,0.64,17.13,21.26,12.36,82.48,2.79,60.18,23.74
SRB00001,Bezdan,2013-06-12,0.31,17.3,21.74,11.78,78.69,3.59,74.05,16.77
SRB00001,Bezdan,2013-06-13,0.03,19.53,25.16,13.57,74.11,2.77,14.38,27.38
SRB00001,Bezdan,2013-06-14,0.0,20.99,26.55,14.31,71.06,1.43,23.93,28.18
SRB00001,Bezdan,2013-06-15,0.0,22.25,27.16,14.64,72.38,1.22,13.63,28.03
SRB00001,Bezdan,2013-06-16,0.0,24.86,29.34,19.24,61.02,0.53,10.33,29.02
SRB00001,Bezdan,2013-06-17,0.0,25.85,31.07,19.41,58.47,0.77,0.7,29.57
SRB00001,Bezdan,2013-06-18,0.0,26.73,32.58,19.55,56.2,1.11,20.41,29.75
SRB00001,Bezdan,2013-06-19,0.0,27.78,33.3,21.22,57.17,0.8,19.51,28.35
SRB00001,Bezdan,2013-06-20,0.0,28.37,34.06,21.93,57.51,1.53,2.95,28.56
SRB00001,Bezdan,2013-06-21,0.0,27.91,33.36,20.89,60.35,1.38,4.52,29.13
SRB00001,Bezdan,2013-06-22,1.21,26.8,32.15,21.59,63.51,1.44,27.93,28.13
SRB00001,Bezdan,2013-06-23,1.58,23.88,28.28,19.51,72.29,1.47,37.16,26.26
SRB00001,Bezdan,2013-06-24,12.42,19.84,24.62,13.23,79.4,3.61,77.49,11.48
SRB00001,Bezdan,2013-06-25,1.4,15.49,19.3,11.81,76.15,3.27,82.71,10.19
SRB00001,Bezdan,2013-06-26,0.01,15.74,20.82,10.76,68.57,3.24,33.26,21.87
SRB00001,Bezdan,2013-06-27,0.01,15.79,21.18,9.84,67.28,2.58,39.75,22.88
SRB00001,Bezdan,2013-06-28,0.1,16.72,21.96,10.4,63.68,1.64,45.06,23.37
SRB00001,Bezdan,2013-06-29,0.14,17.68,22.68,12.53,65.73,1.87,87.41,17.96
SRB00001,Bezdan,2013-06-30,0.22,18.11,23.91,12.38,63.44,4.06,24.24,24.34
SRB00001,Bezdan,2013-07-01,0.0,18.07,23.75,10.44,54.23,2.51,7.14,29.33
SRB00001,Bezdan,2013-07-02,0.0,21.04,26.99,14.2,48.33,0.6,4.89,29.54
SRB00001,Bezdan,2013-07-03,0.0,22.44,28.87,14.88,47.82,1.39,17.8,29.33
SRB00001,Bezdan,2013-07-04,0.0,24.0,30.88,16.44,48.16,2.0,16.81,28.18
SRB00001,Bezdan,2013-07-05,0.5,24.26,30.73,17.59,59.76,3.16,32.17,26.05
SRB00001,Bezdan,2013-07-06,8.59,23.87,29.26,18.56,70.91,2.78,69.61,22.12
SRB00001,Bezdan,2013-07-07,4.33,23.63,29.06,18.38,71.07,2.67,69.08,23.13
SRB00001,Bezdan,2013-07-08,0.81,23.63,28.51,18.09,64.12,2.27,56.27,25.5
SRB00001,Bezdan,2013-07-09,1.58,23.31,28.31,17.24,64.37,1.66,71.74,21.82
SRB00001,Bezdan,2013-07-10,2.06,24.42,29.49,18.4,57.63,1.15,56.56,23.94
SRB00001,Bezdan,2013-07-11,1.53,22.8,28.84,17.43,59.05,2.62,57.16,21.65
SRB00001,Bezdan,2013-07-12,0.0,20.46,25.95,14.24,54.8,2.49,44.37,24.39
SRB00001,Bezdan,2013-07-13,0.0,20.77,26.73,14.09,53.61,2.19,34.86,23.84
SRB00001,Bezdan,2013-07-14,0.0,21.62,27.95,14.23,51.98,2.31,17.1,26.0
SRB00001,Bezdan,2013-07-15,3.08,21.25,26.86,15.67,57.77,2.62,63.32,19.85
SRB00001,Bezdan,2013-07-16,0.07,20.62,26.59,13.67,54.15,2.37,30.1,22.72
SRB00001,Bezdan,2013-07-17,0.0,23.08,29.64,14.53,47.01,1.17,9.76,27.18
SRB00001,Bezdan,2013-07-18,0.0,25.4,31.31,17.07,45.01,1.09,16.17,27.1
SRB00001,Bezdan,2013-07-19,0.64,25.96,31.48,20.05,46.0,0.84,26.8,25.76
SRB00001,Bezdan,2013-07-20,0.39,25.62,31.87,18.98,48.65,2.48,25.56,23.97
SRB00001,Bezdan,2013-07-21,0.0,23.19,28.51,17.14,43.68,2.17,19.41,25.3
SRB00001,Bezdan,2013-07-22,0.0,23.64,30.43,15.39,41.83,1.26,0.79,29.05
SRB00001,Bezdan,2013-07-23,0.0,25.06,32.43,16.35,40.5,1.65,10.93,27.6
SRB00001,Bezdan,2013-07-24,0.0,26.47,33.97,17.93,44.25,1.82,19.6,26.49
SRB00001,Bezdan,2013-07-25,0.12,25.8,30.91,20.15,50.38,1.41,49.96,20.99
SRB00001,Bezdan,2013-07-26,0.0,27.2,33.59,19.16,45.1,1.61,9.96,24.52
SRB00001,Bezdan,2013-07-27,0.0,28.7,34.92,21.48,43.17,0.79,8.66,25.63
SRB00001,Bezdan,2013-07-28,0.0,29.54,37.37,21.38,39.76,2.12,7.68,26.87
SRB00001,Bezdan,2013-07-29,0.24,30.97,39.44,22.3,36.71,2.63,34.33,26.47
SRB00001,Bezdan,2013-07-30,3.78,24.28,29.73,20.25,54.94,3.61,62.03,19.15
SRB00001,Bezdan,2013-07-31,0.0,24.73,30.95,17.68,46.39,2.89,16.71,25.07
SRB00001,Bezdan,2013-08-01,0.0,26.27,32.72,19.57,46.7,2.16,11.69,25.22
SRB00001,Bezdan,2013-08-02,0.0,27.51,34.39,19.66,43.51,0.85,1.2,26.72
SRB00001,Bezdan,2013-08-03,0.0,29.6,37.27,20.54,38.03,1.17,7.71,26.93
SRB00001,Bezdan,2013-08-04,0.0,30.07,37.78,22.33,36.27,1.46,14.0,25.63
SRB00001,Bezdan,2013-08-05,0.0,28.71,35.93,20.15,37.6,1.43,8.39,26.17
SRB00001,Bezdan,2013-08-06,0.0,30.6,37.54,23.04,35.57,0.71,4.09,26.07
SRB00001,Bezdan,2013-08-07,0.0,29.63,37.85,21.04,34.76,1.65,26.04,25.47
SRB00001,Bezdan,2013-08-08,0.0,30.75,39.77,21.54,33.37,1.86,32.28,23.8
SRB00001,Bezdan,2013-08-09,0.0,30.57,38.33,22.1,36.15,2.2,38.93,24.53
SRB00001,Bezdan,2013-08-10,0.78,24.19,29.05,19.12,54.27,4.36,78.57,17.69
SRB00001,Bezdan,2013-08-11,0.07,23.24,30.66,16.21,46.65,2.57,21.04,22.76
SRB00001,Bezdan,2013-08-12,0.0,25.31,32.84,16.17,39.24,1.41,8.17,25.07
SRB00001,Bezdan,2013-08-13,0.16,26.86,34.59,19.21,37.62,1.82,17.75,23.24
SRB00001,Bezdan,2013-08-14,0.13,23.04,28.54,18.69,41.13,3.61,82.77,15.87
SRB00001,Bezdan,2013-08-15,0.01,22.24,28.26,16.88,41.88,2.26,65.07,17.59
SRB00001,Bezdan,2013-08-16,0.0,22.6,30.16,14.85,38.74,1.68,12.19,22.74
SRB00001,Bezdan,2013-08-17,0.0,23.94,31.91,14.74,34.73,1.23,22.06,22.28
SRB00001,Bezdan,2013-08-18,0.0,26.09,33.93,17.57,31.01,0.81,9.15,22.84
SRB00001,Bezdan,2013-08-19,0.0,27.92,35.32,19.99,35.5,1.02,19.37,21.94
SRB00001,Bezdan,2013-08-20,0.13,24.05,30.45,18.5,52.27,4.3,83.97,15.7
SRB00001,Bezdan,2013-08-21,2.08,21.6,26.08,17.62,61.26,2.61,90.87,12.79
SRB00001,Bezdan,2013-08-22,0.02,22.61,28.98,16.02,54.96,1.48,59.63,17.28
SRB00001,Bezdan,2013-08-23,0.03,23.92,30.17,17.45,45.81,1.99,60.69,18.41
SRB00001,Bezdan,2013-08-24,3.71,19.92,23.95,16.48,61.43,1.75,77.07,13.03
SRB00001,Bezdan,2013-08-25,3.81,20.36,26.98,15.11,67.71,1.33,64.61,15.03
SRB00001,Bezdan,2013-08-26,4.45,19.34,25.05,15.49,82.82,1.41,74.07,10.04
SRB00001,Bezdan,2013-08-27,0.27,21.03,26.47,15.53,68.22,1.0,85.39,13.54
SRB00001,Bezdan,2013-08-28,6.43,20.85,26.15,16.81,67.92,1.19,96.93,10.41
SRB00001,Bezdan,2013-08-29,10.22,19.71,25.19,14.46,68.87,2.58,75.62,12.99
SRB00001,Bezdan,2013-08-30,0.12,19.44,25.3,13.09,61.76,1.36,35.82,17.11
SRB00001,Bezdan,2013-08-31,0.0,20.27,27.78,12.78,48.39,1.53,23.07,20.04
SRB00001,Bezdan,2013-09-01,0.06,19.76,27.52,14.09,52.42,2.29,47.71,17.39
SRB00001,Bezdan,2013-09-02,0.0,17.19,23.35,12.42,44.44,2.47,83.73,14.14
SRB00001,Bezdan,2013-09-03,0.01,19.36,25.78,13.46,57.13,4.27,71.24,9.98
SRB00001,Bezdan,2013-09-04,0.0,19.08,26.56,10.77,54.53,1.73,8.3,21.3
SRB00001,Bezdan,2013-09-05,0.0,20.48,27.06,14.6,40.5,0.85,23.22,19.61
SRB00001,Bezdan,2013-09-06,0.0,19.31,27.19,11.49,45.34,1.39,2.61,21.66
SRB00001,Bezdan,2013-09-07,0.0,19.18,27.27,11.27,38.94,1.46,1.72,22.26
SRB00001,Bezdan,2013-09-08,0.0,20.44,28.18,13.05,32.4,1.44,26.5,22.11
SRB00001,Bezdan,2013-09-09,4.28,17.05,21.37,14.3,60.23,2.03,91.68,5.18
SRB00001,Bezdan,2013-09-10,2.56,18.93,26.44,12.08,68.16,1.59,72.74,16.74
SRB00001,Bezdan,2013-09-11,1.83,17.24,22.16,13.39,73.55,1.94,99.18,7.43
SRB00001,Bezdan,2013-09-12,1.49,16.11,21.72,11.47,68.04,1.29,97.69,7.93
SRB00001,Bezdan,2013-09-13,3.35,14.6,20.85,9.56,65.69,3.02,63.0,16.58
SRB00001,Bezdan,2013-09-14,0.77,15.39,21.34,10.83,62.49,3.03,82.11,13.72
SRB00001,Bezdan,2013-09-15,0.01,17.57,23.7,10.1,63.86,1.8,73.14,15.46
SRB00001,Bezdan,2013-09-16,0.04,20.55,27.33,14.83,54.72,1.04,63.42,16.16
SRB00001,Bezdan,2013-09-17,5.68,12.87,17.2,7.45,76.36,3.6,81.67,3.44
SRB00001,Bezdan,2013-09-18,0.0,13.36,20.39,4.98,59.02,2.77,62.96,14.56
SRB00001,Bezdan,2013-09-19,2.7,14.43,19.94,10.78,62.67,3.18,73.91,9.96
SRB00001,Bezdan,2013-09-20,0.0,14.81,21.38,7.31,56.8,1.9,35.17,17.67
SRB00001,Bezdan,2013-09-21,0.26,15.37,20.92,10.08,63.99,3.2,68.38,12.02
SRB00001,Bezdan,2013-09-22,0.01,14.26,21.53,8.19,64.16,1.9,38.03,14.09
SRB00001,Bezdan,2013-09-23,0.0,15.55,22.74,9.62,61.47,3.54,73.82,9.67
SRB00001,Bezdan,2013-09-24,0.0,16.72,23.63,10.61,61.24,3.1,15.94,17.17
SRB00001,Bezdan,2013-09-25,0.0,17.74,24.89,10.49,59.75,1.12,37.2,13.38
SRB00001,Bezdan,2013-09-26,1.51,19.18,26.57,12.68,69.67,2.89,61.62,15.44
SRB00001,Bezdan,2013-09-27,1.06,12.84,15.53,9.68,76.2,1.41,94.72,7.25
