ActivityStartDate,CharacteristicName,MonitoringLocationIdentifier,_name,_lat,_lon,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultDepthHeightMeasure/MeasureUnitCode
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-652,MISSISSIPPI R AT RIVER MILE 859.1 OFF LYNDALE AND 53RD AVE.,45.0512,-93.282742,8.27,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-657,"MISSISSIPPI R AT R MILE 848.1, OFF 4300 W R PRKWAY IN MPLS",44.922902,-93.202566,8.10,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-653,MISSISSIPPI R AT RIVER MILE 857.6 AT MISS PK AND BOAT LAUNCH,45.031388,-93.283637,8.07,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-654,MISSISSIPPI R AT RIVER MILE 854.9 AT NORTH LOOP ON WEST BANK,44.992017,-93.273527,7.80,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-655,MISSISSIPPI R AT RIVER MILE 852.2 AT UM ROWING CLUB IN MPLS,44.969495,-93.232532,8.60,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S004-656,MISSISSIPPI R AT RIVER MI 849.9 AT THE LAKE ST BRG IN MPLS,44.948275,-93.203523,8.20,mg/L,
2020-08-27,Dissolved oxygen (DO),MNPCA-S006-164,MISSISSIPPI R ON THE E BANK AT RIVER MI 853.5 IN MINNEAPOLIS,44.981861,-93.255537,8.11,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.04,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00102,"MISSISSIPPI R, STORM SEWER PIPE NEAR OUTFALL AT 65TH AVE BETWEEN RIVERWOOD LN AND WILLOW LN IN BROOKLYN CENTER, MN.",45.072844,-93.285133,0.11,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.03,mg/L,
2020-09-01,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,9.77,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.02,mg/L,
2020-09-01,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,9.83,mg/L,
2020-09-01,Dissolved oxygen (DO),MNPCA-SS00102,"MISSISSIPPI R, STORM SEWER PIPE NEAR OUTFALL AT 65TH AVE BETWEEN RIVERWOOD LN AND WILLOW LN IN BROOKLYN CENTER, MN.",45.072844,-93.285133,8.05,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.04,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.04,mg/L,
2020-09-01,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,9.01,mg/L,
2020-09-01,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.02,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.06,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.07,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,0.11,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.04,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,9.38,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.05,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,9.09,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.04,mg/L,
2020-09-03,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.09,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.08,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.08,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,8.64,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.04,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,9.25,mg/L,
2020-09-03,Phosphorus,MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,0.07,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,9.18,mg/L,
2020-09-03,Dissolved oxygen (DO),MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,8.79,mg/L,
2020-09-03,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.03,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-653,MISSISSIPPI R AT RIVER MILE 857.6 AT MISS PK AND BOAT LAUNCH,45.031388,-93.283637,10.36,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-652,MISSISSIPPI R AT RIVER MILE 859.1 OFF LYNDALE AND 53RD AVE.,45.0512,-93.282742,10.67,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-655,MISSISSIPPI R AT RIVER MILE 852.2 AT UM ROWING CLUB IN MPLS,44.969495,-93.232532,11.12,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-654,MISSISSIPPI R AT RIVER MILE 854.9 AT NORTH LOOP ON WEST BANK,44.992017,-93.273527,10.05,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-657,"MISSISSIPPI R AT R MILE 848.1, OFF 4300 W R PRKWAY IN MPLS",44.922902,-93.202566,10.63,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S004-656,MISSISSIPPI R AT RIVER MI 849.9 AT THE LAKE ST BRG IN MPLS,44.948275,-93.203523,10.73,mg/L,
2020-09-10,Dissolved oxygen (DO),MNPCA-S006-164,MISSISSIPPI R ON THE E BANK AT RIVER MI 853.5 IN MINNEAPOLIS,44.981861,-93.255537,10.27,mg/L,
2020-09-15,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,8.89,mg/L,
2020-09-15,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,10.08,mg/L,
2020-09-15,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.134,mg/L,
2020-09-15,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.02,mg/L,
2020-09-15,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.07,mg/L,
2020-09-15,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.05,mg/L,
2020-09-15,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,,,
2020-09-15,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,,,
2020-09-15,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,,,
2020-09-15,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,10.01,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,9.53,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.05,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,9.78,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.05,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,0.05,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.07,mg/L,
2020-09-17,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.06,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.03,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,9.83,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.03,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.03,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.03,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,9.38,mg/L,
2020-09-17,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.03,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,9.58,mg/L,
2020-09-17,Dissolved oxygen (DO),MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,9.41,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.06,mg/L,
2020-09-17,Phosphorus,MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,0.03,mg/L,
2020-09-21,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.129,mg/L,
2020-09-21,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,,,
2020-09-22,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,,,
2020-09-22,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,,,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-653,MISSISSIPPI R AT RIVER MILE 857.6 AT MISS PK AND BOAT LAUNCH,45.031388,-93.283637,8.88,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-654,MISSISSIPPI R AT RIVER MILE 854.9 AT NORTH LOOP ON WEST BANK,44.992017,-93.273527,8.88,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-652,MISSISSIPPI R AT RIVER MILE 859.1 OFF LYNDALE AND 53RD AVE.,45.0512,-93.282742,9.79,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-655,MISSISSIPPI R AT RIVER MILE 852.2 AT UM ROWING CLUB IN MPLS,44.969495,-93.232532,8.92,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-656,MISSISSIPPI R AT RIVER MI 849.9 AT THE LAKE ST BRG IN MPLS,44.948275,-93.203523,9.08,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S006-164,MISSISSIPPI R ON THE E BANK AT RIVER MI 853.5 IN MINNEAPOLIS,44.981861,-93.255537,9.29,mg/L,
2020-09-24,Dissolved oxygen (DO),MNPCA-S004-657,"MISSISSIPPI R AT R MILE 848.1, OFF 4300 W R PRKWAY IN MPLS",44.922902,-93.202566,9.25,mg/L,
2020-09-28,Dissolved oxygen (DO),MNPCA-SS00038,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 851.6 IN MINNEAPOLIS, MN T29N/R23W/S30",44.965556,-93.223333,8.73,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,9.92,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,10.48,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,10.27,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-158,"MISSISSIPPI R JUST UPSTR OF LOCK & DAM #1 IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.919452,-93.201451,10.17,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,10.09,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-164,"MISSISSIPPI R JUST UPSTR OF CONFLUENCE WITH SHINGLE CK AT CENTER OF RIVER IN MINNEAPOLIS, MN",45.032994,-93.282779,10.48,mg/L,
2020-10-01,Dissolved oxygen (DO),MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,10.30,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M752.9Y,Mississippi River 752.9Y,44.327,-91.929,8.8,mg/L,
2020-10-06,Turbidity,UMRR_LTRM-M787.6H,Mississippi River 787.6H,44.577,-92.479,25,NTU,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M786.2C,Mississippi River 786.2C,44.562,-92.449,8.8,mg/L,
2020-10-06,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.084,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M757.2Z,Mississippi River 757.2Z,44.38,-91.965,9.4,mg/L,
2020-10-06,Turbidity,UMRR_LTRM-M786.2C,Mississippi River 786.2C,44.562,-92.449,23,NTU,
2020-10-06,Turbidity,UMRR_LTRM-M752.9Y,Mississippi River 752.9Y,44.327,-91.929,6,NTU,
2020-10-06,Turbidity,UMRR_LTRM-M752.9Z,Mississippi River 752.9Z,44.329,-91.921,5,NTU,
2020-10-06,Turbidity,UMRR_LTRM-M775.6Q,Mississippi River 775.6Q,44.484,-92.291,11,NTU,
2020-10-06,Turbidity,UMRR_LTRM-M764.3A,Mississippi River 764.3A,44.412,-92.1,8,NTU,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M764.3A,Mississippi River 764.3A,44.412,-92.1,9.2,mg/L,
2020-10-06,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,10.72,mg/L,
2020-10-06,Turbidity,UMRR_LTRM-M766.0I,Mississippi River 766.0I,44.423,-92.134,6,NTU,
2020-10-06,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,9.16,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M781.2O,Mississippi River 781.2O,44.558,-92.353,9.2,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M787.6H,Mississippi River 787.6H,44.577,-92.479,9.7,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M752.9M,Mississippi River 752.9M,44.328,-91.925,9.4,mg/L,
2020-10-06,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,10.21,mg/L,
2020-10-06,Turbidity,UMRR_LTRM-M781.2O,Mississippi River 781.2O,44.558,-92.353,16,NTU,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M752.9Z,Mississippi River 752.9Z,44.329,-91.921,9.5,mg/L,
2020-10-06,Phosphorus,MNPCA-SS00102,"MISSISSIPPI R, STORM SEWER PIPE NEAR OUTFALL AT 65TH AVE BETWEEN RIVERWOOD LN AND WILLOW LN IN BROOKLYN CENTER, MN.",45.072844,-93.285133,0.108,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M771.2P,Mississippi River 771.2P,44.447,-92.227,9.7,mg/L,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M775.6Q,Mississippi River 775.6Q,44.484,-92.291,9.4,mg/L,
2020-10-06,Turbidity,UMRR_LTRM-M757.2Z,Mississippi River 757.2Z,44.38,-91.965,2,NTU,
2020-10-06,Turbidity,UMRR_LTRM-M752.9M,Mississippi River 752.9M,44.328,-91.925,6,NTU,
2020-10-06,Dissolved oxygen (DO),UMRR_LTRM-M766.0I,Mississippi River 766.0I,44.423,-92.134,9.3,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-655,MISSISSIPPI R AT RIVER MILE 852.2 AT UM ROWING CLUB IN MPLS,44.969495,-93.232532,11.08,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S006-164,MISSISSIPPI R ON THE E BANK AT RIVER MI 853.5 IN MINNEAPOLIS,44.981861,-93.255537,10.48,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-652,MISSISSIPPI R AT RIVER MILE 859.1 OFF LYNDALE AND 53RD AVE.,45.0512,-93.282742,10.77,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-657,"MISSISSIPPI R AT R MILE 848.1, OFF 4300 W R PRKWAY IN MPLS",44.922902,-93.202566,10.70,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-656,MISSISSIPPI R AT RIVER MI 849.9 AT THE LAKE ST BRG IN MPLS,44.948275,-93.203523,10.76,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-653,MISSISSIPPI R AT RIVER MILE 857.6 AT MISS PK AND BOAT LAUNCH,45.031388,-93.283637,10.14,mg/L,
2020-10-08,Dissolved oxygen (DO),MNPCA-S004-654,MISSISSIPPI R AT RIVER MILE 854.9 AT NORTH LOOP ON WEST BANK,44.992017,-93.273527,9.87,mg/L,
2020-10-12,Phosphorus,MNPCA-SS00024,"STORM SEWER (TRIB TO MISSISSIPPI R) AT 10TH AVE. IN ST. PAUL PARK, MN T27N/R22W/S11",44.84048,-93.00483,0.154,mg/L,
2020-10-12,Phosphorus,MNPCA-SS00024,"STORM SEWER (TRIB TO MISSISSIPPI R) AT 10TH AVE. IN ST. PAUL PARK, MN T27N/R22W/S11",44.84048,-93.00483,0.446,mg/L,
2020-10-12,Phosphorus,MNPCA-SS00024,"STORM SEWER (TRIB TO MISSISSIPPI R) AT 10TH AVE. IN ST. PAUL PARK, MN T27N/R22W/S11",44.84048,-93.00483,0.293,mg/L,
2020-10-12,Phosphorus,MNPCA-SS00024,"STORM SEWER (TRIB TO MISSISSIPPI R) AT 10TH AVE. IN ST. PAUL PARK, MN T27N/R22W/S11",44.84048,-93.00483,0.235,mg/L,
2020-10-16,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,,,
2020-10-16,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.026,mg/L,
2020-10-16,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,,,
2020-10-16,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.199,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S006-164,MISSISSIPPI R ON THE E BANK AT RIVER MI 853.5 IN MINNEAPOLIS,44.981861,-93.255537,13.17,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-657,"MISSISSIPPI R AT R MILE 848.1, OFF 4300 W R PRKWAY IN MPLS",44.922902,-93.202566,12.92,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-655,MISSISSIPPI R AT RIVER MILE 852.2 AT UM ROWING CLUB IN MPLS,44.969495,-93.232532,13.66,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-654,MISSISSIPPI R AT RIVER MILE 854.9 AT NORTH LOOP ON WEST BANK,44.992017,-93.273527,13.03,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-656,MISSISSIPPI R AT RIVER MI 849.9 AT THE LAKE ST BRG IN MPLS,44.948275,-93.203523,13.11,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-652,MISSISSIPPI R AT RIVER MILE 859.1 OFF LYNDALE AND 53RD AVE.,45.0512,-93.282742,12.92,mg/L,
2020-10-22,Dissolved oxygen (DO),MNPCA-S004-653,MISSISSIPPI R AT RIVER MILE 857.6 AT MISS PK AND BOAT LAUNCH,45.031388,-93.283637,12.98,mg/L,
2020-10-26,Dissolved oxygen (DO),WIDNR_WQX-483027,Mississippi River - Pool 3 at Lock & Dam 3 (L/D3),44.61147,-92.61016,10.75,mg/L,
2020-10-26,Dissolved oxygen (DO),WIDNR_WQX-063029,MISSISSIPPI RIVER-POOL 4 - LOCK+DAM # 4 AT ALMA,44.32508,-91.91916,11.03,mg/L,
2020-10-26,Dissolved oxygen (DO),WIDNR_WQX-483027,Mississippi River - Pool 3 at Lock & Dam 3 (L/D3),44.61147,-92.61016,10.75,mg/L,
2020-10-27,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.071,mg/L,
2020-10-28,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.05,mg/l as P,
2020-10-28,Nitrogen,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.180,mg/l,
2020-10-28,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.02,mg/l as P,
2020-10-28,Turbidity,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,6.3,NTRU,
