ActivityStartDate,CharacteristicName,MonitoringLocationIdentifier,_name,_lat,_lon,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultDepthHeightMeasure/MeasureUnitCode
2019-01-08,Dissolved oxygen (DO),WIDNR_WQX-483027,Mississippi River - Pool 3 at Lock & Dam 3 (L/D3),44.61147,-92.61016,13.36,mg/L,
2019-01-08,Turbidity,WIDNR_WQX-063029,MISSISSIPPI RIVER-POOL 4 - LOCK+DAM # 4 AT ALMA,44.32508,-91.91916,7.11,NTU,
2019-01-08,Dissolved oxygen (DO),WIDNR_WQX-063029,MISSISSIPPI RIVER-POOL 4 - LOCK+DAM # 4 AT ALMA,44.32508,-91.91916,13.14,mg/L,
2019-01-08,Turbidity,WIDNR_WQX-483027,Mississippi River - Pool 3 at Lock & Dam 3 (L/D3),44.61147,-92.61016,3.67,NTU,
2019-01-09,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,,,
2019-01-09,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,,,
2019-01-09,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,,,
2019-01-09,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,10.42,mg/L,
2019-01-09,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.04,mg/L,
2019-01-09,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.09,mg/L,
2019-01-09,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,10.07,mg/L,
2019-01-09,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,11.96,mg/L,
2019-01-09,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,,,
2019-01-10,Turbidity,UMRR_LTRM-M757.2Z,Mississippi River 757.2Z,44.38,-91.965,7.0,NTU,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M752.9Y,Mississippi River 752.9Y,44.327,-91.929,13.3,mg/L,
2019-01-10,Turbidity,UMRR_LTRM-M752.9Z,Mississippi River 752.9Z,44.329,-91.921,19.0,NTU,
2019-01-10,Turbidity,UMRR_LTRM-M752.9M,Mississippi River 752.9M,44.328,-91.925,13.0,NTU,
2019-01-10,Turbidity,UMRR_LTRM-M766.0I,Mississippi River 766.0I,44.423,-92.134,6.0,NTU,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M757.2Z,Mississippi River 757.2Z,44.38,-91.965,12.0,mg/L,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M752.9Z,Mississippi River 752.9Z,44.329,-91.921,13.5,mg/L,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M766.0I,Mississippi River 766.0I,44.423,-92.134,13.8,mg/L,
2019-01-10,Turbidity,UMRR_LTRM-M752.9Y,Mississippi River 752.9Y,44.327,-91.929,5.0,NTU,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M752.9M,Mississippi River 752.9M,44.328,-91.925,13.1,mg/L,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M771.2P,Mississippi River 771.2P,44.447,-92.227,13.8,mg/L,
2019-01-10,Dissolved oxygen (DO),UMRR_LTRM-M764.3A,Mississippi River 764.3A,44.412,-92.1,13.0,mg/L,
2019-01-10,Turbidity,UMRR_LTRM-M764.3A,Mississippi River 764.3A,44.412,-92.1,6.0,NTU,
2019-01-11,Turbidity,UMRR_LTRM-M786.2C,Mississippi River 786.2C,44.562,-92.449,4.0,NTU,
2019-01-11,Turbidity,UMRR_LTRM-M787.6H,Mississippi River 787.6H,44.577,-92.479,4.0,NTU,
2019-01-11,Turbidity,UMRR_LTRM-M781.2O,Mississippi River 781.2O,44.558,-92.353,5.0,NTU,
2019-01-11,Dissolved oxygen (DO),UMRR_LTRM-M775.6Q,Mississippi River 775.6Q,44.484,-92.291,13.1,mg/L,
2019-01-11,Dissolved oxygen (DO),UMRR_LTRM-M787.6H,Mississippi River 787.6H,44.577,-92.479,13.7,mg/L,
2019-01-11,Dissolved oxygen (DO),UMRR_LTRM-M781.2O,Mississippi River 781.2O,44.558,-92.353,13.6,mg/L,
2019-01-11,Turbidity,UMRR_LTRM-M775.6Q,Mississippi River 775.6Q,44.484,-92.291,8.0,NTU,
2019-01-11,Dissolved oxygen (DO),UMRR_LTRM-M786.2C,Mississippi River 786.2C,44.562,-92.449,13.3,mg/L,
2019-01-16,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.07,mg/L,
2019-01-16,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,14.53,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,,,
2019-01-16,Dissolved oxygen (DO),MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,15.19,mg/L,
2019-01-16,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.03,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,,,
2019-01-16,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.03,mg/L,
2019-01-16,Dissolved oxygen (DO),MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,14.92,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.03,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.03,mg/L,
2019-01-16,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,,,
2019-01-16,Dissolved oxygen (DO),MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,15.62,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,,,
2019-01-16,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,,,
2019-01-16,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,14.61,mg/L,
2019-01-16,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.03,mg/L,
2019-01-23,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,11.01,mg/L,
2019-01-23,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,11.64,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.03,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.03,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.029,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,,,
2019-01-23,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.03,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.024,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.06,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.065,mg/L,
2019-01-23,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,11.53,mg/L,
2019-01-23,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,,,
2019-01-23,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.02,mg/L,
2019-02-01,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.04,mg/l as P,
2019-02-01,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.04,mg/l as P,
2019-02-01,Turbidity,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,3.7,NTRU,
2019-02-01,Nitrogen,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.047,mg/l,
2019-02-11,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.06,mg/l as P,
2019-02-11,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.04,mg/l as P,
2019-02-11,Nitrogen,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,,,
2019-02-11,Turbidity,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,3.2,NTRU,
2019-02-13,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,11.59,mg/L,
2019-02-13,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,11.73,mg/L,
2019-02-13,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.02,mg/L,
2019-02-13,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,11.06,mg/L,
2019-02-13,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,,,
2019-02-13,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.02,mg/L,
2019-02-13,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,,,
2019-02-13,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.04,mg/L,
2019-02-13,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.08,mg/L,
2019-02-21,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,,,
2019-02-21,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,,,
2019-02-21,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,13.62,mg/L,
2019-02-21,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.03,mg/L,
2019-02-21,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.02,mg/L,
2019-02-21,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,14.02,mg/L,
2019-02-27,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.036,mg/L,
2019-02-27,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.04,mg/L,
2019-02-27,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,,,
2019-02-27,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,,,
2019-02-27,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,,,
2019-02-27,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,11.81,mg/L,
2019-02-27,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,11.12,mg/L,
2019-02-27,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,,,
2019-02-27,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.03,mg/L,
2019-02-27,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,,,
2019-02-27,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,11.9,mg/L,
2019-03-08,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.034,mg/L,
2019-03-08,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,,,
2019-03-13,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.29,mg/L,
2019-03-13,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.575,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.19,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.17,mg/L,
2019-03-14,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.072,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.17,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.302,mg/L,
2019-03-14,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,12.63,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.334,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.4,mg/L,
2019-03-14,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.191,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.18,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.32,mg/L,
2019-03-18,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.168,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.38,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,0.07,mg/L,
2019-03-18,Dissolved oxygen (DO),MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,11.55,mg/L,
2019-03-18,Dissolved oxygen (DO),MNPCA-SS00041,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853.2 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.245,11.2,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.09,mg/L,
2019-03-18,Phosphorus,MNPCA-SS00042,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 853 IN MINNEAPOLIS, MN T29N/R24W/S24",44.978056,-93.239444,0.09,mg/L,
2019-03-18,Dissolved oxygen (DO),MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,12.5,mg/L,
2019-03-20,Turbidity,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,33,NTRU,
2019-03-20,Nitrogen,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.273,mg/l,
2019-03-20,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.19,mg/l as P,
2019-03-20,Phosphorus,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",44.7458333,-92.8477778,0.26,mg/l as P,
2019-03-21,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.084,mg/L,
2019-03-21,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.6,mg/L,
2019-03-21,Phosphorus,MNPCA-SS00009,"MISSISSIPPI R, STORM SEWER OUTLET PIPE AT ST. ANTHONY PK ON MISSISSIPPI R BLVD AND N EUSTIS ST. IN ST PAUL, MN.",44.953353,-93.205417,0.423,mg/L,
2019-03-21,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.227,mg/L,
2019-03-21,Phosphorus,MNPCA-SS00059,"HIDDEN FALLS STORM SEWER AT FORD MOTOR COMPANY, JUST N OF S MISSISSIPPI R BLVD IN MINNEAPOLIS, MN  T28N/R23W/S17",44.910663,-93.192374,0.113,mg/L,
2019-03-21,Phosphorus,MNPCA-SS00037,"STORM SEWER OUTFALL AT MISSISSIPPI R MI 857.2 IN MINNEAPOLIS, MN",45.023889,-93.277222,0.35,mg/L,
2019-03-25,Phosphorus,MNPCA-S000-096,MISSISSIPPI R. BY WINONA,44.088222,-91.668861,0.238,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.21,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-158,"MISSISSIPPI R JUST UPSTR OF LOCK & DAM #1 IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.919452,-93.201451,0.21,mg/L,
2019-03-28,Dissolved oxygen (DO),MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,13.33,mg/L,
2019-03-28,Dissolved oxygen (DO),MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,13.66,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.16,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.2,mg/L,
2019-03-28,Dissolved oxygen (DO),MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,13.96,mg/L,
2019-03-28,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.25,mg/L,
2019-03-28,Dissolved oxygen (DO),MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,14.15,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-160,"MISSISSIPPI R UNDER WASHINGTON AVE BRG IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.973304,-93.239343,0.34,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-159,"MISSISSIPPI R NEAR MEEKER DAM SITE IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.953387,-93.207901,0.32,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-158,"MISSISSIPPI R JUST UPSTR OF LOCK & DAM #1 IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.919452,-93.201451,0.33,mg/L,
2019-03-28,Dissolved oxygen (DO),MNPCA-S009-158,"MISSISSIPPI R JUST UPSTR OF LOCK & DAM #1 IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.919452,-93.201451,13.5,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-161,"MISSISSIPPI R OFF OF BOOM ISLAND IN CENTER OF RIVER IN MINNEAPOLIS, MN",44.991034,-93.27042,0.22,mg/L,
2019-03-28,Phosphorus,MNPCA-S003-019,MISSISSIPPI RIVER AT NORTH MISSISSIPPI REGIONAL PARK,45.0507,-93.2807,0.33,mg/L,
2019-03-28,Phosphorus,MNPCA-S009-162,"MISSISSIPPI R JUST UPSTR OF LOWRY AVE BRG IN MINNEAPOLIS, MN",45.013489,-93.274613,0.3,mg/L,
