Date,station_id,name,Satellite,Blue,Green,Red,NIR,SWIR1,SWIR2,RedEdge1,RedEdge2,RedEdge3,station_name
2020-08-11,5331580,Hastings,Landsat-8,0.0178824999999999,0.039855,0.03056,0.3005,0.1427875,0.0706824999999999,,,,hastings
2020-08-11,5344500,Prescott,Landsat-8,0.0684274999999999,0.10404,0.115095,0.2561425,0.2156075,0.1552724999999999,,,,prescott
2020-08-11,5378500,Winona,Landsat-8,0.0434575,0.0616625,0.0729099999999999,0.194405,0.1648425,0.1230975,,,,winona
2020-08-17,5288500,Brooklyn_Park,Sentinel-2,0.0105,0.0301,0.0129,0.3089,0.1111,0.0518,0.0477,0.2043,0.2727,brooklynpark
2020-08-17,5331580,Hastings,Sentinel-2,0.0207,0.0309,0.0297,0.1798,0.1319,0.0788,0.0631,0.193,0.2221,hastings
2020-08-17,5344500,Prescott,Sentinel-2,0.1056,0.1206,0.1442,0.2346,0.2174,0.1832,0.1383,0.2374,0.2471,prescott
2020-08-17,5331000,St_Paul,Sentinel-2,0.0409,0.0481,0.0514,0.2159,0.1646,0.1182,0.1133,0.1888,0.2172,stpaul
2020-08-17,5288500,Brooklyn_Park,Sentinel-2,0.0121,0.0313,0.0135,0.3065,0.1111,0.0517,0.0481,0.204,0.2718,brooklynpark
2020-08-18,5331580,Hastings,Landsat-8,0.0225025,0.03925,0.0313849999999999,0.2858425,0.1354449999999999,0.067465,,,,hastings
2020-08-18,5331000,St_Paul,Landsat-8,0.0474725,0.0721399999999999,0.0726074999999999,0.2272675,0.1416875,0.089355,,,,stpaul
2020-08-18,5288500,Brooklyn_Park,Landsat-8,0.0199449999999999,0.0449974999999999,0.0342724999999999,0.3085024999999999,0.1399825,0.0737074999999999,,,,brooklynpark
2020-08-18,5344500,Prescott,Landsat-8,0.0732674999999999,0.1257924999999999,0.145785,0.262825,0.23791,0.1845875,,,,prescott
2020-08-19,5378500,Winona,Sentinel-2,0.0454,0.0524,0.0548,0.2203,0.1723,0.1139,0.0838,0.1675,0.2103,winona
2020-08-19,5378500,Winona,Sentinel-2,0.0461,0.0538,0.0564,0.2192,0.1723,0.114,0.085,0.1675,0.2099,winona
2020-08-20,5378500,Winona,Landsat-8,0.0407349999999999,0.0759349999999999,0.0781625,0.24506,0.196495,0.142925,,,,winona
2020-08-20,5378500,Winona,Landsat-8,0.046125,0.0749725,0.07566,0.2440425,0.1955875,0.1432824999999999,,,,winona
2020-08-24,5288500,Brooklyn_Park,Sentinel-2,0.0403,0.0508,0.0298,0.3054,0.1339,0.0615,0.0677,0.2311,0.2983,brooklynpark
2020-08-24,5331580,Hastings,Sentinel-2,0.0578,0.0598,0.052,0.2106,0.1689,0.088,0.0842,0.2107,0.2974,hastings
2020-08-24,5344500,Prescott,Sentinel-2,0.105,0.1198,0.1296,0.2324,0.2352,0.1771,0.1458,0.2367,0.2717,prescott
2020-08-24,5331000,St_Paul,Sentinel-2,0.0484,0.0653,0.0641,0.2398,0.1823,0.1302,0.1307,0.2091,0.2457,stpaul
2020-08-24,5288500,Brooklyn_Park,Sentinel-2,0.0281,0.0412,0.0212,0.3106,0.1334,0.0606,0.0615,0.2326,0.3019,brooklynpark
2020-08-27,5331580,Hastings,Landsat-8,0.0321825,0.0570975,0.0420274999999999,0.3444175,0.169875,0.0803625,,,,hastings
2020-08-27,5288500,Brooklyn_Park,Sentinel-2,0.0334,0.0425,0.0276,0.2764,0.1096,0.0508,0.0537,0.2063,0.2674,brooklynpark
2020-08-27,5331580,Hastings,Sentinel-2,0.0369,0.0443,0.0361,0.1526,0.1397,0.0818,0.0636,0.1867,0.2382,hastings
2020-08-27,5344500,Prescott,Sentinel-2,0.1024,0.1192,0.1324,0.2182,0.2218,0.1745,0.1285,0.1971,0.2481,prescott
2020-08-27,5331000,St_Paul,Sentinel-2,0.0517,0.0657,0.0615,0.2309,0.1779,0.1253,0.1245,0.1852,0.2241,stpaul
2020-08-27,5288500,Brooklyn_Park,Sentinel-2,0.0228,0.0341,0.02,0.2851,0.1096,0.0502,0.0471,0.2101,0.2742,brooklynpark
2020-08-29,5288500,Brooklyn_Park,Sentinel-2,0.0118,0.0234,0.0174,0.2708,0.127,0.0546,0.0558,0.2336,0.3166,brooklynpark
2020-08-29,5331580,Hastings,Sentinel-2,0.0191,0.0333,0.018,0.2302,0.1623,0.0797,0.061,0.2358,0.2609,hastings
2020-08-29,5344500,Prescott,Sentinel-2,0.0751,0.1013,0.0984,0.2249,0.2195,0.1554,0.1206,0.2497,0.2338,prescott
2020-08-29,5331000,St_Paul,Sentinel-2,0.0643,0.0866,0.0792,0.21,0.188,0.1298,0.1449,0.2037,0.2392,stpaul
2020-08-29,5288500,Brooklyn_Park,Sentinel-2,0.0108,0.0224,0.0165,0.2722,0.1272,0.0547,0.0553,0.2347,0.3182,brooklynpark
2020-08-29,5378500,Winona,Sentinel-2,0.0228,0.0342,0.0397,0.1619,0.1524,0.1114,0.0712,0.1477,0.1861,winona
2020-08-29,5378500,Winona,Sentinel-2,0.0199,0.0327,0.0392,0.1618,0.1525,0.1116,0.0707,0.1473,0.1857,winona
2020-09-01,5331000,St_Paul,Sentinel-2,0.0865,0.1092,0.108,0.2258,0.2009,0.1413,0.1599,0.2174,0.2484,stpaul
2020-09-03,5331580,Hastings,Landsat-8,0.0125474999999999,0.0232725,0.0169475,0.162615,0.07566,0.0366374999999999,,,,hastings
2020-09-03,5288500,Brooklyn_Park,Sentinel-2,0.0542,0.064,0.042,0.4424,0.1763,0.0859,0.0866,0.3226,0.4002,brooklynpark
2020-09-03,5344500,Prescott,Sentinel-2,0.1444,0.1648,0.1776,0.2755,0.2569,0.2071,0.1827,0.272,0.2714,prescott
2020-09-03,5288500,Brooklyn_Park,Sentinel-2,0.0567,0.0649,0.0427,0.4408,0.1766,0.086,0.087,0.3212,0.3983,brooklynpark
2020-09-03,5378500,Winona,Sentinel-2,0.0228,0.037,0.0319,0.2041,0.1548,0.1044,0.07,0.1615,0.2013,winona
2020-09-03,5378500,Winona,Sentinel-2,0.0211,0.0364,0.0321,0.2043,0.155,0.1045,0.0697,0.1614,0.2011,winona
2020-09-05,5378500,Winona,Landsat-8,0.0340524999999999,0.0533299999999999,0.0564649999999999,0.2239125,0.1664375,0.1132524999999999,,,,winona
2020-09-05,5378500,Winona,Landsat-8,0.0380675,0.0545125,0.0575924999999999,0.22471,0.168225,0.1149574999999999,,,,winona
2020-09-13,5378500,Winona,Sentinel-2,0.6216,0.5892,0.5796,0.606,0.5067,0.4678,0.5871,0.5847,0.5853,winona
2020-09-13,5378500,Winona,Sentinel-2,0.6288,0.5876,0.5736,0.5887,0.5013,0.4684,0.5818,0.572,0.5686,winona
2020-09-16,5331580,Hastings,Sentinel-2,0.0232,0.0304,0.0276,0.139,0.0496,0.0289,0.0511,0.1231,0.1541,hastings
2020-09-16,5344500,Prescott,Sentinel-2,0.0781,0.0848,0.0933,0.2172,0.1569,0.1267,0.109,0.178,0.1939,prescott
2020-09-16,5331000,St_Paul,Sentinel-2,0.2134,0.1648,0.1284,0.2078,0.1307,0.1014,0.169,0.1633,0.1692,stpaul
2020-09-18,5288500,Brooklyn_Park,Sentinel-2,0.0085,0.0231,0.0137,0.247,0.115,0.0518,0.0576,0.2364,0.267,brooklynpark
2020-09-18,5331580,Hastings,Sentinel-2,0.0175,0.0292,0.0239,0.2338,0.1415,0.0774,0.0775,0.2207,0.2652,hastings
2020-09-18,5344500,Prescott,Sentinel-2,0.0705,0.0914,0.1052,0.2204,0.2116,0.1653,0.1351,0.2203,0.2343,prescott
2020-09-18,5331000,St_Paul,Sentinel-2,0.0534,0.0695,0.0643,0.2144,0.1738,0.1248,0.1334,0.1995,0.2018,stpaul
2020-09-18,5288500,Brooklyn_Park,Sentinel-2,0.0095,0.0236,0.0141,0.2468,0.1148,0.0517,0.0577,0.2365,0.2673,brooklynpark
2020-09-18,5378500,Winona,Sentinel-2,0.0182,0.0254,0.0344,0.1747,0.1321,0.0975,0.0667,0.1405,0.164,winona
2020-09-18,5378500,Winona,Sentinel-2,0.0129,0.0219,0.0325,0.1736,0.1322,0.0972,0.0649,0.1393,0.163,winona
2020-09-19,5331580,Hastings,Landsat-8,0.0205225,0.0434575,0.03584,0.24297,0.1136375,0.0545399999999999,,,,hastings
2020-09-19,5331000,St_Paul,Landsat-8,0.0446399999999999,0.059765,0.0563549999999999,0.1938274999999999,0.1179824999999999,0.072745,,,,stpaul
2020-09-19,5288500,Brooklyn_Park,Landsat-8,0.0280574999999999,0.053495,0.042495,0.265905,0.1208699999999999,0.06279,,,,brooklynpark
2020-09-19,5344500,Prescott,Landsat-8,0.0425774999999999,0.0773375,0.0841025,0.214645,0.18995,0.1376724999999999,,,,prescott
2020-09-21,5378500,Winona,Landsat-8,0.04255,0.076375,0.0670799999999999,0.2098875,0.1507899999999999,0.1136099999999999,,,,winona
2020-09-21,5378500,Winona,Landsat-8,0.0386175,0.0762375,0.06818,0.209915,0.1514225,0.1141599999999999,,,,winona
2020-09-21,5288500,Brooklyn_Park,Sentinel-2,0.0432,0.0607,0.0439,0.2513,0.1256,0.0585,0.0955,0.2407,0.2894,brooklynpark
2020-09-21,5331580,Hastings,Sentinel-2,0.0551,0.0671,0.0534,0.1948,0.1534,0.08,0.1015,0.2005,0.2358,hastings
2020-09-21,5344500,Prescott,Sentinel-2,0.0722,0.0969,0.089,0.2274,0.2033,0.1539,0.1302,0.2195,0.2326,prescott
2020-09-21,5331000,St_Paul,Sentinel-2,0.0899,0.1018,0.0926,0.1933,0.1685,0.1188,0.135,0.1875,0.213,stpaul
2020-09-21,5288500,Brooklyn_Park,Sentinel-2,0.0467,0.0625,0.0449,0.2504,0.1252,0.0583,0.0962,0.2395,0.288,brooklynpark
2020-09-23,5288500,Brooklyn_Park,Sentinel-2,0.0089,0.0338,0.0228,0.2886,0.125,0.0587,0.0688,0.2187,0.2619,brooklynpark
2020-09-23,5331000,St_Paul,Sentinel-2,0.0277,0.0544,0.0419,0.2182,0.1636,0.1155,0.1137,0.1826,0.2076,stpaul
2020-09-23,5288500,Brooklyn_Park,Sentinel-2,0.0073,0.0327,0.0215,0.289,0.1248,0.0585,0.0679,0.2185,0.2616,brooklynpark
2020-10-01,5331580,Hastings,Sentinel-2,0.0454,0.0608,0.0486,0.2502,0.1495,0.0941,0.1028,0.2112,0.2407,hastings
2020-10-01,5344500,Prescott,Sentinel-2,0.0285,0.0375,0.0337,0.0824,0.066,0.0481,0.0572,0.0768,0.0899,prescott
2020-10-01,5331000,St_Paul,Sentinel-2,0.0492,0.0374,0.0345,0.0644,0.0623,0.0412,0.043,0.0601,0.0669,stpaul
2020-10-05,5331580,Hastings,Landsat-8,0.0272874999999999,0.0512675,0.0437325,0.2233075,0.14386,0.0777499999999999,,,,hastings
2020-10-05,5331000,St_Paul,Landsat-8,0.042825,0.0640824999999999,0.071865,0.1947074999999999,0.1363249999999999,0.08732,,,,stpaul
2020-10-05,5288500,Brooklyn_Park,Landsat-8,0.0308624999999999,0.0459874999999999,0.0411749999999999,0.2085675,0.1121524999999999,0.0602599999999999,,,,brooklynpark
2020-10-05,5344500,Prescott,Landsat-8,0.07489,0.120045,0.137645,0.2249025,0.20843,0.1659975,,,,prescott
2020-10-06,5331580,Hastings,Sentinel-2,0.0297,0.0496,0.0392,0.2522,0.159,0.1007,0.1004,0.1655,0.1936,hastings
2020-10-06,5344500,Prescott,Sentinel-2,0.073,0.0795,0.0908,0.1618,0.1634,0.1235,0.1144,0.1638,0.1718,prescott
2020-10-06,5331000,St_Paul,Sentinel-2,0.0868,0.0915,0.0948,0.1858,0.1719,0.1268,0.1509,0.1944,0.2152,stpaul
2020-10-07,5378500,Winona,Landsat-8,0.0261875,0.0500849999999999,0.04893,0.1635225,0.1417975,0.0971099999999999,,,,winona
2020-10-07,5378500,Winona,Landsat-8,0.03628,0.0559149999999999,0.0546499999999999,0.1633299999999999,0.1422375,0.097935,,,,winona
2020-10-08,5288500,Brooklyn_Park,Sentinel-2,0.0052,0.0313,0.0267,0.1946,0.14,0.0659,0.1232,0.226,0.2357,brooklynpark
2020-10-08,5331580,Hastings,Sentinel-2,0.0113,0.0398,0.0334,0.1724,0.1693,0.0929,0.1106,0.1904,0.2019,hastings
2020-10-08,5344500,Prescott,Sentinel-2,0.0618,0.0924,0.1032,0.1884,0.2143,0.1742,0.1616,0.1899,0.2518,prescott
2020-10-08,5331000,St_Paul,Sentinel-2,0.0535,0.0668,0.0824,0.184,0.1687,0.1227,0.123,0.1757,0.1756,stpaul
2020-10-08,5288500,Brooklyn_Park,Sentinel-2,0.0047,0.0306,0.0261,0.1946,0.1393,0.0655,0.1225,0.2255,0.2349,brooklynpark
2020-10-08,5378500,Winona,Sentinel-2,0.0078,0.0189,0.0246,0.1525,0.1197,0.0833,0.0624,0.1342,0.1381,winona
2020-10-08,5378500,Winona,Sentinel-2,0.0051,0.0177,0.0247,0.1527,0.1202,0.0837,0.0626,0.1342,0.139,winona
2020-10-11,5331580,Hastings,Sentinel-2,0.101,0.1202,0.1406,0.2352,0.2586,0.161,0.216,0.2498,0.2562,hastings
2020-10-11,5344500,Prescott,Sentinel-2,0.0838,0.106,0.1382,0.1964,0.2313,0.1731,0.1606,0.1975,0.2198,prescott
2020-10-11,5331000,St_Paul,Sentinel-2,0.2896,0.2458,0.275,0.3444,0.3894,0.3643,0.3381,0.3877,0.4011,stpaul
2020-10-11,5288500,Brooklyn_Park,Sentinel-2,0.1106,0.1204,0.1128,0.2728,0.2211,0.1408,0.1882,0.2579,0.2833,brooklynpark
2020-10-13,5288500,Brooklyn_Park,Sentinel-2,0.0154,0.0409,0.0493,0.1768,0.1709,0.0992,0.132,0.1873,0.2253,brooklynpark
2020-10-13,5331580,Hastings,Sentinel-2,0.0345,0.0434,0.0615,0.1686,0.1889,0.1226,0.097,0.1322,0.1655,hastings
2020-10-13,5344500,Prescott,Sentinel-2,0.0708,0.0962,0.1006,0.1878,0.2157,0.1686,0.168,0.1872,0.2246,prescott
2020-10-13,5331000,St_Paul,Sentinel-2,0.0654,0.0848,0.0922,0.152,0.1631,0.1251,0.135,0.1639,0.1875,stpaul
2020-10-13,5288500,Brooklyn_Park,Sentinel-2,0.0157,0.0413,0.0494,0.177,0.1712,0.0992,0.1325,0.1877,0.2261,brooklynpark
2020-10-13,5378500,Winona,Sentinel-2,0.1426,0.1226,0.1056,0.2365,0.1911,0.1402,0.1413,0.1843,0.2169,winona
2020-10-13,5378500,Winona,Sentinel-2,0.1368,0.1188,0.1021,0.2348,0.1886,0.1374,0.1366,0.1817,0.2148,winona
2020-10-16,5288500,Brooklyn_Park,Sentinel-2,0.0304,0.0348,0.0284,0.0709,0.0338,0.0215,0.0436,0.0617,0.0707,brooklynpark
2020-10-16,5331000,St_Paul,Sentinel-2,0.3428,0.3268,0.312,0.4256,0.3426,0.3054,0.3459,0.3629,0.3698,stpaul
2020-10-16,5288500,Brooklyn_Park,Sentinel-2,0.029,0.0332,0.0266,0.0693,0.0336,0.0214,0.0418,0.0604,0.0694,brooklynpark
2020-10-26,5288500,Brooklyn_Park,Sentinel-2,0.1086,0.1158,0.114,0.1882,0.0957,0.0883,0.1363,0.1597,0.1666,brooklynpark
2020-10-26,5344500,Prescott,Sentinel-2,0.0081,0.0246,0.042,0.0811,0.0679,0.0618,0.0631,0.0752,0.0854,prescott
2020-10-26,5288500,Brooklyn_Park,Sentinel-2,0.0553,0.075,0.0835,0.1696,0.0952,0.0878,0.1103,0.1367,0.1458,brooklynpark
2020-10-30,5331580,Hastings,Landsat-8,0.0353449999999999,0.0536875,0.0597924999999999,0.15376,0.1480675,0.112565,,,,hastings
2020-10-30,5344500,Prescott,Landsat-8,0.0712875,0.1087699999999999,0.1339874999999999,0.217285,0.2262775,0.1780975,,,,prescott
2020-10-30,5378500,Winona,Landsat-8,0.0253625,0.0416425,0.0516524999999999,0.1355825,0.1367375,0.0974674999999999,,,,winona
2020-10-31,5331580,Hastings,Sentinel-2,0.0462,0.0576,0.0684,0.1438,0.1778,0.1211,0.0922,0.1159,0.1359,hastings
2020-10-31,5344500,Prescott,Sentinel-2,0.0753,0.1008,0.115,0.1942,0.2279,0.172,0.1425,0.1843,0.2042,prescott
2020-11-02,5288500,Brooklyn_Park,Sentinel-2,0.0426,0.0542,0.0646,0.1636,0.1887,0.1281,0.0994,0.1408,0.1493,brooklynpark
2020-11-02,5288500,Brooklyn_Park,Sentinel-2,0.0454,0.0558,0.0656,0.1638,0.1894,0.1284,0.1,0.1413,0.1499,brooklynpark
2020-11-05,5288500,Brooklyn_Park,Sentinel-2,0.0464,0.0578,0.0672,0.176,0.2184,0.1547,0.1102,0.1443,0.1604,brooklynpark
2020-11-05,5331580,Hastings,Sentinel-2,0.0419,0.0491,0.0584,0.1428,0.1522,0.1231,0.0876,0.1017,0.1143,hastings
2020-11-05,5344500,Prescott,Sentinel-2,0.0826,0.0944,0.118,0.1788,0.2321,0.1968,0.1477,0.1637,0.1833,prescott
2020-11-05,5331000,St_Paul,Sentinel-2,0.067,0.0816,0.0842,0.1376,0.1459,0.1207,0.1178,0.1427,0.1435,stpaul
2020-11-05,5288500,Brooklyn_Park,Sentinel-2,0.0531,0.0622,0.0698,0.176,0.2184,0.1549,0.1112,0.1449,0.1608,brooklynpark
2020-11-17,5288500,Brooklyn_Park,Sentinel-2,0.0792,0.0993,0.117,0.2156,0.1638,0.1228,0.1574,0.1973,0.2033,brooklynpark
2020-11-17,5331580,Hastings,Sentinel-2,0.0334,0.0466,0.0512,0.1269,0.1517,0.1198,0.0714,0.1089,0.1236,hastings
2020-11-17,5344500,Prescott,Sentinel-2,0.0808,0.1052,0.1252,0.1855,0.223,0.1773,0.1499,0.1768,0.2144,prescott
2020-11-17,5331000,St_Paul,Sentinel-2,0.1374,0.131,0.1422,0.1712,0.1222,0.0947,0.1787,0.2037,0.1984,stpaul
2020-11-17,5288500,Brooklyn_Park,Sentinel-2,0.0961,0.1112,0.1264,0.2252,0.1716,0.1294,0.1697,0.2099,0.2154,brooklynpark
2020-11-17,5378500,Winona,Sentinel-2,0.0295,0.0403,0.0615,0.12,0.1389,0.1138,0.0743,0.0851,0.0959,winona
2020-11-17,5378500,Winona,Sentinel-2,0.0266,0.039,0.0615,0.1208,0.1395,0.1143,0.0741,0.0855,0.0964,winona
2020-11-27,5288500,Brooklyn_Park,Sentinel-2,0.0362,0.0564,0.07,0.1892,0.1773,0.1219,0.1003,0.1492,0.1591,brooklynpark
2020-11-27,5331580,Hastings,Sentinel-2,0.0256,0.0382,0.0393,0.1302,0.1371,0.1042,0.0796,0.1071,0.1048,hastings
2020-11-27,5344500,Prescott,Sentinel-2,0.0774,0.0817,0.115,0.146,0.2135,0.1802,0.1538,0.1711,0.1767,prescott
2020-11-27,5331000,St_Paul,Sentinel-2,0.0274,0.0408,0.0498,0.1068,0.1391,0.1199,0.0985,0.1109,0.1231,stpaul
2020-11-27,5288500,Brooklyn_Park,Sentinel-2,0.0396,0.0584,0.0714,0.1908,0.1767,0.1216,0.1007,0.1492,0.1592,brooklynpark
2020-11-27,5378500,Winona,Sentinel-2,0.0307,0.0392,0.0475,0.0975,0.1269,0.0986,0.0671,0.0762,0.0894,winona
2020-11-27,5378500,Winona,Sentinel-2,0.0348,0.0435,0.0517,0.1009,0.1271,0.099,0.0699,0.0788,0.0915,winona
2020-11-30,5288500,Brooklyn_Park,Sentinel-2,0.0318,0.0508,0.0651,0.1821,0.1899,0.1357,0.0948,0.1378,0.1603,brooklynpark
2020-11-30,5331580,Hastings,Sentinel-2,0.0256,0.0384,0.0421,0.1036,0.1435,0.1069,0.0694,0.0989,0.101,hastings
2020-11-30,5344500,Prescott,Sentinel-2,0.0854,0.1028,0.126,0.1758,0.2199,0.1848,0.1477,0.1708,0.19,prescott
2020-11-30,5331000,St_Paul,Sentinel-2,0.0256,0.0344,0.0442,0.1041,0.1421,0.1218,0.0972,0.1086,0.1356,stpaul
2020-11-30,5288500,Brooklyn_Park,Sentinel-2,0.0378,0.0543,0.0674,0.1832,0.1889,0.1353,0.0955,0.1378,0.1602,brooklynpark
2020-12-01,5331580,Hastings,Landsat-8,0.0338874999999999,0.0466475,0.0531924999999999,0.1542549999999999,0.1366275,0.0984025,,,,hastings
2020-12-01,5331000,St_Paul,Landsat-8,0.0455474999999999,0.0537424999999999,0.05542,0.1119324999999999,0.1037925,0.0866325,,,,stpaul
2020-12-01,5344500,Prescott,Landsat-8,0.0415049999999999,0.09755,0.1301649999999999,0.1894275,0.221245,0.187035,,,,prescott
2020-12-01,5378500,Winona,Landsat-8,0.0258025,0.04244,0.0528899999999999,0.106735,0.1209799999999999,0.0972199999999999,,,,winona
2020-12-02,5288500,Brooklyn_Park,Sentinel-2,0.0478,0.0615,0.0848,0.1882,0.2154,0.1623,0.1124,0.146,0.1665,brooklynpark
2020-12-02,5331580,Hastings,Sentinel-2,0.0538,0.054,0.0616,0.1368,0.1467,0.117,0.0811,0.094,0.1043,hastings
2020-12-02,5344500,Prescott,Sentinel-2,0.0944,0.1007,0.1274,0.1998,0.2284,0.1897,0.1501,0.1934,0.1873,prescott
2020-12-02,5331000,St_Paul,Sentinel-2,0.0924,0.0946,0.1042,0.1368,0.1392,0.1215,0.115,0.1382,0.1525,stpaul
2020-12-02,5288500,Brooklyn_Park,Sentinel-2,0.055,0.0659,0.0871,0.1872,0.2165,0.1633,0.1142,0.1475,0.168,brooklynpark
2020-12-02,5378500,Winona,Sentinel-2,0.0416,0.0462,0.064,0.1184,0.1454,0.1186,0.0689,0.0875,0.1029,winona
2020-12-02,5378500,Winona,Sentinel-2,0.0437,0.049,0.0664,0.1205,0.1459,0.1189,0.0704,0.0892,0.1046,winona
2020-12-05,5288500,Brooklyn_Park,Sentinel-2,0.0388,0.0592,0.0727,0.1758,0.2167,0.1616,0.1105,0.1442,0.1579,brooklynpark
2020-12-05,5331580,Hastings,Sentinel-2,0.0366,0.0483,0.0586,0.116,0.1344,0.1046,0.0654,0.0808,0.0991,hastings
2020-12-05,5344500,Prescott,Sentinel-2,0.0816,0.0991,0.1198,0.1832,0.2057,0.1733,0.1511,0.1766,0.196,prescott
2020-12-05,5331000,St_Paul,Sentinel-2,0.0628,0.0683,0.0858,0.1181,0.1287,0.1196,0.1051,0.13,0.1346,stpaul
2020-12-05,5288500,Brooklyn_Park,Sentinel-2,0.0411,0.0599,0.0728,0.176,0.2184,0.1629,0.1117,0.1458,0.1597,brooklynpark
2020-12-10,5378500,Winona,Landsat-8,0.0141699999999999,0.0281124999999999,0.0323199999999999,0.0597924999999999,0.0759349999999999,0.0612774999999999,,,,winona
2020-12-17,5331580,Hastings,Sentinel-2,0.1974,0.1978,0.206,0.2824,0.2944,0.2621,0.2159,0.2411,0.2523,hastings
2020-12-17,5344500,Prescott,Sentinel-2,0.1138,0.1164,0.1228,0.1532,0.1645,0.1546,0.1283,0.1347,0.1465,prescott
2020-12-20,5288500,Brooklyn_Park,Sentinel-2,0.0423,0.0615,0.0874,0.189,0.1869,0.1321,0.1016,0.1425,0.1626,brooklynpark
2020-12-20,5331580,Hastings,Sentinel-2,0.0212,0.027,0.0326,0.096,0.1239,0.0868,0.0624,0.0763,0.1076,hastings
2020-12-20,5344500,Prescott,Sentinel-2,0.061,0.0755,0.0994,0.1286,0.1708,0.1296,0.1502,0.1503,0.1802,prescott
2020-12-20,5331000,St_Paul,Sentinel-2,0.0243,0.0384,0.0472,0.1252,0.1216,0.0959,0.089,0.1006,0.116,stpaul
2020-12-20,5288500,Brooklyn_Park,Sentinel-2,0.0479,0.0647,0.0894,0.1906,0.1863,0.1317,0.1026,0.1434,0.1633,brooklynpark
2020-12-24,5331580,Hastings,Landsat-8,0.306055,0.3096025,0.286805,0.3476625,0.079015,0.085835,,,,hastings
2020-12-24,5331000,St_Paul,Landsat-8,0.151175,0.125105,0.137205,0.2283125,0.0316325,0.0577024999999999,,,,stpaul
2020-12-24,5288500,Brooklyn_Park,Landsat-8,0.4873075,0.4096749999999999,0.4415475,0.4972625,0.076925,0.0886124999999999,,,,brooklynpark
2020-12-24,5344500,Prescott,Landsat-8,0.5604575,0.58562,0.6243675,0.6003324999999999,0.0950475,0.1021425,,,,prescott
2020-12-25,5288500,Brooklyn_Park,Sentinel-2,0.3563,0.3343,0.3523,0.4052,0.1179,0.1085,0.366,0.372,0.3788,brooklynpark
2020-12-25,5331580,Hastings,Sentinel-2,0.324,0.2932,0.2842,0.3124,0.0819,0.0851,0.3312,0.3277,0.3487,hastings
2020-12-25,5344500,Prescott,Sentinel-2,0.5196,0.5116,0.5284,0.492,0.0908,0.0982,0.6591,0.6076,0.6285,prescott
2020-12-25,5331000,St_Paul,Sentinel-2,0.2626,0.2108,0.2291,0.2642,0.0732,0.0794,0.3415,0.3572,0.3468,stpaul
2020-12-25,5288500,Brooklyn_Park,Sentinel-2,0.3578,0.3345,0.3519,0.4041,0.1176,0.1082,0.3661,0.3719,0.3782,brooklynpark
2021-01-01,5288500,Brooklyn_Park,Sentinel-2,0.3672,0.3376,0.3312,0.3732,0.0959,0.0905,0.3418,0.3598,0.355,brooklynpark
2021-01-21,5331580,Hastings,Sentinel-2,0.2642,0.2402,0.2513,0.2784,0.1004,0.0937,0.2528,0.2363,0.2745,hastings
2021-01-21,5344500,Prescott,Sentinel-2,0.249,0.2663,0.2767,0.2709,0.0953,0.0859,0.498,0.4287,0.4747,prescott
2021-01-21,5331000,St_Paul,Sentinel-2,0.1748,0.1684,0.1554,0.171,0.0882,0.0839,0.1847,0.1902,0.1892,stpaul
2021-01-21,5378500,Winona,Sentinel-2,0.2278,0.2136,0.2061,0.2373,0.1374,0.1358,0.2116,0.2191,0.2277,winona
2021-01-21,5378500,Winona,Sentinel-2,0.2201,0.2088,0.2029,0.2352,0.1362,0.1351,0.2098,0.2174,0.2253,winona
2021-01-24,5288500,Brooklyn_Park,Sentinel-2,0.3651,0.3634,0.3649,0.4102,0.1068,0.0961,0.4064,0.4067,0.4095,brooklynpark
2021-01-24,5331000,St_Paul,Sentinel-2,0.4727,0.4059,0.4083,0.4226,0.0778,0.0834,0.5526,0.5446,0.5565,stpaul
2021-01-24,5288500,Brooklyn_Park,Sentinel-2,0.3649,0.3607,0.3622,0.4081,0.1064,0.0958,0.4042,0.4039,0.4073,brooklynpark
2021-01-25,5331580,Hastings,Landsat-8,0.298245,0.31975,0.34076,0.3930375,0.052945,0.0672999999999999,,,,hastings
2021-01-25,5331000,St_Paul,Landsat-8,0.3727425,0.30116,0.2752825,0.3060825,0.0543474999999999,0.05828,,,,stpaul
2021-01-25,5288500,Brooklyn_Park,Landsat-8,0.3988124999999999,0.41325,0.4073925,0.44691,0.0550074999999999,0.0660625,,,,brooklynpark
2021-01-25,5344500,Prescott,Landsat-8,0.4173475,0.3941925,0.410885,0.4153125,0.0777224999999999,0.0810775,,,,prescott
2021-02-03,5331580,Hastings,Sentinel-2,0.2426,0.259,0.2236,0.259,0.0946,0.0828,0.2997,0.2546,0.2741,hastings
2021-02-03,5331000,St_Paul,Sentinel-2,0.2167,0.1934,0.1916,0.2144,0.0877,0.0937,0.2892,0.2757,0.2618,stpaul
2021-02-03,5288500,Brooklyn_Park,Sentinel-2,0.2905,0.2791,0.2743,0.3079,0.0828,0.0734,0.2997,0.3021,0.3012,brooklynpark
2021-02-10,5331580,Hastings,Landsat-8,0.4783975,0.427715,0.43954,0.46913,0.0984025,0.09755,,,,hastings
2021-02-10,5344500,Prescott,Landsat-8,0.4079425,0.49872,0.5332874999999999,0.5198400000000001,0.0772824999999999,0.0832775,,,,prescott
2021-02-10,5331580,Hastings,Sentinel-2,0.4325,0.4544,0.4321,0.4197,0.1171,0.1,0.3864,0.4537,0.4298,hastings
